result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,,,
158519,"Coxless Fours, Men",1968 Summer Olympics,17,Rowing,/editions/17/sports/ROW,13 – 19 October 1968,"Pista Olímpico Virgilio Uribe, Canal de Cuemanco, Xochimilco",45 from 11 countries,na,na,,,
185276,"Team, Open",1976 Summer Olympics,19,Equestrian Eventing,/editions/19/sports/EVE,23 – 25 July 1976,"Centre équestre olympique, Bromont, Québec",47 from 12 countries,"Four rider teams, best three scores to count for the team total. Team/individual competitions held concurrently.",na,,,
2126,"4 × 5 kilometres Relay, Women",2002 Winter Olympics,47,Cross Country Skiing,/editions/47/sports/CCS,21 February 2002 — 12:30,"Soldier Hollow, Wasatch Mountain State Park",52 from 13 countries,na,"Course Length: 4,952 m / 4,972 mHeight Differential: 76 m / 77 mMaximum Climb: 41 m / 50 mTotal Climbing: 196 m / 204 m",,,
25222,"Bantamweight (≤54 kilograms), Men",1984 Summer Olympics,21,Boxing,/editions/21/sports/BOX,30 July – 11 August 1984 — 11:00,"Los Angeles Memorial Sports Arena, Los Angeles, California",35 from 35 countries,Single elimination tournament.,na,,,
2245,"Individual, Men",1972 Winter Olympics,39,Nordic Combined,/editions/39/sports/NCB,4 –  5 February 1972,"Makomanai Cross Country Events Site, Sapporo / Miyanomori Jump Hill, Sapporo",40 from 14 countries,Normal hill ski jumping and 15 kilometres skiing, placements determined by points table.,"Defending champion Franz Keller and reigning World Champion from 1970, Ladislav Rygl were among the contenders, but both showed poor form in the ski jumping and were too far behind to compete for medals. The 19-year old Japanese Hideki Nakano was outstanding in the jumping, with the longest and best jump in all of the three rounds. However, his abilities as a cross-country skier were rather modest, ending last in the cross-country event and placing 13th in the final classification. The great surprise of the event was another 19-year old, the East German Ulrich Wehling, placing fourth in the jumping event. To win, he had to beat his closest rival, the 22-year old Finn Rauno Miettinen by approximately one minute in the cross-country, and the young and unmerited German skied well, achieving the third fastest time of the day and beating Miettinen by almost two minutes. His team-mate Karl-Heinz Luck was fastest in the cross-country and advanced from 17th place in the jumping event to a bronze medal in the final classification.
This was the start of a rather unique career in Nordic Combined for Wehling, ending as the most successful Nordic Combined in the history of the Winter Olympics. He and Miettinen became the dominant figures in Nordic Combined for the rest of the decade. With his three Olympic Gold medals Wehling was the king of the Olympics. Miettinen is one of the few athletes who can claim five victories at the prestigious Holmenkollen.
",,
127478,"Welterweight, Freestyle (≤74 kilograms), Men",1976 Summer Olympics,19,Wrestling,/editions/19/sports/WRE,27 – 31 July 1976,"Aréna Maurice-Richard, Montréal, Québec / Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",21 from 21 countries,"Scoring by negative points, with negative points given for any result short of a fall.  Accumulation of 6 negative points eliminated the wrestler, but a wrestler could not be eliminated after a victory. When three or fewer wrestlers remained, they advanced to a final round, with preliminary results carried forward.",na,,,
158041,"Coxed Pairs, Men",1948 Summer Olympics,12,Rowing,/editions/12/sports/ROW,5 –  9 August 1948,"Henley Royal Regatta Course, Henley-on-Thames",28 from 9 countries,"1,929 metres",na,,,
153294,"Road Race, Individual, Men",1920 Summer Olympics,7,Cycling Road,/editions/7/sports/CRD,12 August 1920 — 9:00,"Garden City Velodroom, Wilrijk, Antwerpen",46 from 12 countries,"175 kilometre time trial, the riders left at four minute intervals from Merksem and rode into Antwerp. The riders rode from Kerksem to Turnhout, and then Molt (96 km.), Heyst-or-dem-Beg (135 km.), Liege, and finished back at Antwerp, three kilometres from the velodrome.",na,,,
116930,"Épée, Individual, Men",2004 Summer Olympics,26,Fencing,/editions/26/sports/FEN,17 August 2004,"Aithousa Ksifaskias, Olympiako Syngrotima Ellenikou, Hellinikon",37 from 21 countries,Single-elimination tournament.,na,,,
1413,"Slalom, Men",1994 Winter Olympics,45,Alpine Skiing,/editions/45/sports/ALP,27 February 1994,"Hafjell Alpinsenter, Øyer",57 from 25 countries,"Two runs, total time determined placement.",Gates: 74Length: ?Start Altitude: 485 mVertical Drop: 227 m,,,
936,"1,500 metres, Women",2006 Winter Olympics,49,Short Track Speed Skating,/editions/49/sports/STK,18 February 2006,"Palavela, Torino",30 from 19 countries,"Placements 1-12 based on final and B final.  Deeper placements based on points earned in earlier rounds, and time in final round skated.",na,,,
1922,"3 × 5 kilometres Relay, Women",1956 Winter Olympics,35,Cross Country Skiing,/editions/35/sports/CCS, 1 February 1956 — 9:30,"Stadio della Neve, Cortina d'Ampezzo",30 from 10 countries,na,Course Length: ?Height Differential: 85 mMaximum Climb: 74 mTotal Climbing: 174 m,,,
57228,"Decathlon, Men",1920 Summer Olympics,7,Athletics,/editions/7/sports/ATH,20 – 21 August 1920,"Olympisch Stadion, Antwerpen",23 from 11 countries,Scoring by 1912B point tables.,na,,,
925924,"Shot Put - YMCA Championship, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,20 August 1904,"Francis Field, Washington University, St. Louis",3 from 1 countries,na,na,,,
66448,"400 metres, Women",2004 Summer Olympics,26,Athletics,/editions/26/sports/ATH,21 – 24 August 2004,"Olympiako Stadio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",42 from 31 countries,na,na,,,
51567,"Military Rifle, Any Position, 600 metres, Men",1912 Summer Olympics,6,Shooting,/editions/6/sports/SHO, 1 July 1912 — 15:00,"Kaknäs, Djurgården, Stockholm",85 from 12 countries,20 shots at 600 metres. 100 possible. Ties decided by shoot-off on the spot.,na,,,
2458,"Large Hill, Team, Men",2002 Winter Olympics,47,Ski Jumping,/editions/47/sports/SJP,18 February 2002,"Utah Olympic Park, Park City, Utah",52 from 13 countries,"Two jumps per team member, with both scored on distance and form.  Four members per team, with all four jumps in each round to count towards team total.",GER,,,
51881,"Free Pistol, 50 metres, Men",1996 Summer Olympics,24,Shooting,/editions/24/sports/SHO,23 July 1996 — 12:00,"Wolf Creek Shooting Complex, Atlanta, Georgia",45 from 28 countries,na,na,,,
70509,"Uneven Bars, Women",1980 Summer Olympics,20,Artistic Gymnastics,/editions/20/sports/GAR,21 – 25 July 1980,"Dvorets sporta, Tsentralny stadion imeni V. I. Lenina, Moskva",62 from 16 countries,na,na,,,
154567,"Road Race, Individual, Women",1984 Summer Olympics,21,Cycling Road,/editions/21/sports/CRD,29 July 1984 — 9:30,"Mission Viejo, California",45 from 16 countries,79.2 km. (49.2 miles) mass start race.,na,,,
154996,"Madison, Men",2000 Summer Olympics,25,Cycling Track,/editions/25/sports/CTR,21 September 2000 — 19:35,"Dunc Gray Velodrome, Bass Hill, New South Wales",28 from 14 countries,240 laps (60 km.) with a sprint every 20 laps (5 km.).  Sprint points awarded - 5-3-2-1 - to the first four finishers.  Points on the last sprint doubled.,na,,,
56023,"High Jump, Men",1896 Summer Olympics,1,Athletics,/editions/1/sports/ATH,10 April 1896 — 14:40,"Panathinaiko Stadio, Athina",5 from 3 countries,Final only.,na,,,
61699,"110 metres Hurdles, Men",1976 Summer Olympics,19,Athletics,/editions/19/sports/ATH,26 – 28 July 1976,"Stade olympique, Parc olympique, Montréal, Québec",24 from 17 countries,na,na,,,
66188,"Long Jump, Men",2004 Summer Olympics,26,Athletics,/editions/26/sports/ATH,24 – 26 August 2004,"Olympiako Stadio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",40 from 30 countries,na,na,,,
350032,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",2014 Winter Olympics,58,Biathlon,/editions/58/sports/BTH,19 February 2014 — 18:30,"Kompleks Dlya Sorevnovaniy Po Lyzhnym Gonkam i Biatlonu Laura, Mountain Cluster, Krasnaya Polyana",64 from 16 countries,Eight shots for each group of five targets. Penalty loop (150 metres) skied for each missed target.,"Course Length: 5,995 m / 7,741 mHeight Differential: 29 m / 31 mMaximum Climb: 28 m / 31 mShooting 1: Prone at 1.992 km, 50 m range / Prone at 2.574 km, 50 m rangeShooting 2: Standing at 3.943 km, 50 m range / Standing at 5.107 km, 50 m rangeTotal Climbing: 354 m / 516 m",,,
4729,"100 metres Freestyle, Men",1924 Summer Olympics,8,Swimming,/editions/8/sports/SWM,19 – 20 July 1924,"Piscine des Tourelles, Saint-Mandé",30 from 15 countries,na,na,,,
59806,"Long Jump, Men",1960 Summer Olympics,15,Athletics,/editions/15/sports/ATH, 2 September 1960,"Stadio Olimpico, Roma",49 from 34 countries,na,na,,,
19008859,"Two Person Dinghy (470), Women",2020 Summer Olympics,61,Sailing,/editions/61/sports/SAL,28 July –  4 August 2021,"Enoshima, Sagami-wan",42 from 21 countries,"Points awarded for placement in each race.  Best 9 of 10 scores to count for final placement, and advancement to the medal race.. Medal race points count double.",na,,,
923216,"Sabre, Individual, Men",1904 Summer Olympics,3,Fencing,/editions/3/sports/FEN, 8 September 1904,"Physical Culture Gymnasium, Washington University, St. Louis",5 from 2 countries,Round-robin pool.,na,,,
350424,"Normal Hill / 10 km, Individual, Men",2014 Winter Olympics,58,Nordic Combined,/editions/58/sports/NCB,12 February 2014,"Kompleks Dlya Pryzhkov Na Lyzhakh s Tramplina ""Russkiye Gorki"", Mountain Cluster, Esto-Sadok",46 from 15 countries,"Normal hill ski jumping and 10 kilometres skiing. Pursuit-style cross-country race, with skiers leaving in order of their finish in the ski jumping, so that final placement determined by final placement in cross-country ski race.",na,,,
58327,"Triple Jump, Men",1936 Summer Olympics,11,Athletics,/editions/11/sports/ATH, 6 August 1936,"Olympiastadion, Reichssportfeld, Berlin",31 from 19 countries,na,na,,,
30169,"Featherweight (≤62 kilograms), Men",2000 Summer Olympics,25,Weightlifting,/editions/25/sports/WLF,"17 September 2000 — 10:30 (B), 18:30 (A)","Sydney Convention Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales (Convention Centre)",21 from 21 countries,Total of best lifts in snatch and clean & jerk determined placement.  Ties broken by lightest bodyweight.,na,,,
120134,"Bantamweight, Freestyle (≤54 kilograms), Men",1908 Summer Olympics,5,Wrestling,/editions/5/sports/WRE,20 July 1908 — 10:00-18:00,"White City Stadium, London",13 from 3 countries,Single-elimination tournament.,na,,,
925614,"Flight Shooting, Women",1904 Summer Olympics,3,Archery,/editions/3/sports/ARC,—,"Francis Field, Washington University, St. Louis",1 from 1 countries,Long-distance shooting,na,,,
581,"500 metres, Women",1994 Winter Olympics,45,Short Track Speed Skating,/editions/45/sports/STK,24 February 1994,"OL-Amfi, Hamar",30 from 15 countries,"Placements 1-8 based on final and B final.  Deeper placements based on points earned in earlier rounds, and time in final round skated.",na,,,
261828,"4 x 100 metres Freestyle Relay, Women",2008 Summer Olympics,53,Swimming,/editions/53/sports/SWM,9 – 10 August 2008,"Beijing Guojia Youyong Zhongxin, Beijing Aolinpike Gongyuan, Beijing",67 from 15 countries,na,na,,,
8023,"100 metres Backstroke, Men",1996 Summer Olympics,24,Swimming,/editions/24/sports/SWM,23 July 1996,"Georgia Tech Aquatic Center, Atlanta, Georgia",50 from 43 countries,na,na,,,
36488,"Hockey, Women",2004 Summer Olympics,26,Hockey,/editions/26/sports/HOC,14 – 26 August 2004,"Olympiako Kentro Khokei, Olympiako Syngrotima Ellenikou, Hellinikon",160 from 10 countries,Round-robin pools advance teams to classification round matches.,na,,,
261101,"Double Sculls, Women",2008 Summer Olympics,53,Rowing,/editions/53/sports/ROW,9 – 16 August 2008,"Shunyi Aolinpike Shuishang Gongyuan, Mapo, Shunyi",21 from 10 countries,na,na,,,
4401,"500 metres Freestyle, Men",1896 Summer Olympics,1,Swimming,/editions/1/sports/SWM,11 April 1896,"Ormos tes Zeas, Peiraias",3 from 2 countries,Final only.,na,,,
185079,"Team, Men",1928 Summer Olympics,9,Equestrian Dressage,/editions/9/sports/EDR,10 – 11 August 1928 — 10:30,"Sportpark, Hilversum",24 from 8 countries,"Three rider teams, all three scores to count.  Team/individual competitions held concurrently.",na,,,
5489,"100 metres Freestyle, Men",1960 Summer Olympics,15,Swimming,/editions/15/sports/SWM,26 – 27 August 1960,"Stadio Olimpico del Nuoto, Roma",51 from 34 countries,na,na,,,
5742,"4 x 200 metres Freestyle Relay, Men",1964 Summer Olympics,16,Swimming,/editions/16/sports/SWM,17 – 18 October 1964,"Kokuritsu Yoyogi Kyogijo, Shibuya, Tokyo",67 from 15 countries,na,na,,,
56245,"Shot Put, Men",1906  Intercalated Games,4,Athletics,/editions/4/sports/ATH,27 April 1906,"Panathinaiko Stadio, Athina",17 from 8 countries,Final only.,na,,,
157649,"Coxed Pairs, Men",1920 Summer Olympics,7,Rowing,/editions/7/sports/ROW,28 – 29 August 1920,"Willebroekse Vaart, Vilvoorde",12 from 4 countries,na,na,,,
159498,"Quadruple Sculls, Women",1996 Summer Olympics,24,Rowing,/editions/24/sports/ROW,22 – 28 July 1996,"Lake Sidney Lanier, Gainesville, Georgia",40 from 10 countries,na,na,,,
307094,"Canadian Singles, 200 metres, Men",2012 Summer Olympics,54,Canoe Sprint,/editions/54/sports/CSP,10 – 11 August 2012,"Eton Dorney, Windsor",25 from 25 countries,na,na,,,
44067,"Doubles, Mixed",1900 Summer Olympics,2,Tennis,/editions/2/sports/TEN,6 – 11 July 1900,"Société des sports de l'île de Puteaux, Puteaux",12 from 4 countries,Single-elimination tournament.,na,,,
925731,"Pole Vault, Handicap - AAU Handicap Meet, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH, 2 June 1904,"Francis Field, Washington University, St. Louis",3 from 1 countries,na,na,,,
10015,"One Person Dinghy (Finn), Open",1980 Summer Olympics,20,Sailing,/editions/20/sports/SAL,21 – 29 July 1980,"Tallinna Olümpiapurjespordikeskus, Tallinn",21 from 21 countries,Points awarded for placement in each race.  Best six of seven scores to count for final placement.,na,,,
30395,"Middleweight (≤63 kilograms), Women",2004 Summer Olympics,26,Weightlifting,/editions/26/sports/WLF,18 August 2004 — 16:30,"Olympiako Gymnastirio Arsis Varon Nikaias, Nikaia",9 from 8 countries,Total of best lifts in snatch and clean & jerk determined placement.  Ties broken by lightest bodyweight.,na,,,
34997,"Handball, Women",2000 Summer Olympics,25,Handball,/editions/25/sports/HBL,17 September –  1 October 2000,"The Dome and Exhibition Complex, Olympic Park, Sydney, New South Wales / The Dome and Exhibition Complex, Olympic Park, Sydney, New South Wales",146 from 10 countries,Round-robin pools advance teams to classification matches.,na,,,
351037,"Individual, Women",2016 Summer Olympics,59,Golf,/editions/59/sports/GLF,17 – 20 August 2016,"Campo Olímpico de Golfe, Reserva de Marapendi, Barra da Tijuca, Rio de Janeiro",60 from 34 countries,72 holes stroke play,Course Length: 5711 m (6245 y)Course Par: 71,,,
130944,"Bantamweight, Freestyle (≤57 kilograms), Men",1992 Summer Olympics,23,Wrestling,/editions/23/sports/WRE,5 –  7 August 1992,"Instituto Nacional de Educación Física de Cataluña (INEFC), Barcelona",18 from 18 countries,Two groups (A and B).  Double elimination tournament within each group.  Top five in each group advance to placement matches for 1st-10th place.,na,,,
261399,"Trap, Men",2008 Summer Olympics,53,Shooting,/editions/53/sports/SHO,9 – 10 August 2008,"Beijing Shejichang Feidie Bachang, Beijing",35 from 25 countries,na,na,,,
9000523,"Slopestyle, Men",2018 Winter Olympics,60,Freestyle Skiing,/editions/60/sports/FRS,18 February 2018,"Phoenix Snow Park, Mountain Cluster, Bongpyeong",30 from 12 countries,na,Gradient: ?Jibbing Features: 3Jump Features: 3Length: 690 mStart Altitude: 856 mVertical Drop: 163 m,,,
257643,"400 metres Hurdles, Women",2008 Summer Olympics,53,Athletics,/editions/53/sports/ATH,17 – 20 August 2008,"Beijing Guojia Tiyuchang, Beijing Aolinpike Gongyuan, Beijing",27 from 21 countries,na,na,,,
64103,"4 x 400 metres Relay, Men",1992 Summer Olympics,23,Athletics,/editions/23/sports/ATH,7 –  8 August 1992,"Estadio Olímpico de Montjuïc, Barcelona",102 from 24 countries,na,na,,,
